x, y
-0.84565, 1902.34375
-0.85217, 1880.60462
-0.85652, 1945.82201
-0.8587, 2011.0394
-0.85978, 2076.25679
-0.86196, 2141.47418
-0.86522, 2206.69158
-0.86848, 2271.90897
-0.87065, 2337.12636
-0.87717, 2358.86549
-0.8837, 2304.51766
-0.89022, 2239.30027
-0.8913, 2174.08288
-0.89239, 2108.86549
-0.89348, 2043.6481
-0.89348, 1978.43071
-0.89457, 1913.21332
-0.89457, 1847.99592
-0.89565, 1782.77853
-0.89674, 1717.56114
-0.89674, 1652.34375
-0.89783, 1587.12636
-0.89783, 1521.90897
-0.89783, 1456.69158
-0.89783, 1391.47418
-0.89891, 1326.25679
-0.89891, 1261.0394
-0.89891, 1195.82201
-0.9, 1130.60462
-0.9, 1065.38723
-0.9, 1000.16984
-0.90109, 934.95245
-0.90109, 869.73505
-0.90217, 804.51766
-0.90326, 739.30027
-0.90326, 674.08288
-0.90435, 608.86549
-0.90543, 543.6481
-0.90543, 478.43071
-0.90652, 413.21332
-0.90652, 347.99592
-0.90761, 282.77853
-0.90761, 217.56114
-0.9087, 152.34375
-0.9087, 87.12636
-0.9087, 21.90897
-0.9087, -43.30842
-0.9087, -108.52582
-0.90978, -173.74321
-0.90978, -238.9606
-0.90978, -304.17799
-0.9163, -336.78668
-0.91739, -271.56929
-0.91848, -206.3519
-0.91848, -141.13451
-0.91848, -75.91712
-0.91848, -10.69973
-0.91848, 54.51766
-0.91848, 119.73505
-0.91848, 184.95245
-0.91848, 250.16984
-0.91957, 315.38723
-0.91957, 380.60462
-0.91957, 445.82201
-0.91957, 511.0394
-0.91957, 576.25679
-0.91957, 641.47418
-0.91957, 706.69158
-0.91957, 771.90897
-0.91957, 837.12636
-0.92065, 902.34375
-0.92065, 967.56114
-0.92065, 1032.77853
-0.92065, 1097.99592
-0.92065, 1163.21332
-0.92174, 1228.43071
-0.92174, 1293.6481
-0.92174, 1358.86549
-0.92174, 1424.08288
-0.92174, 1489.30027
-0.92174, 1554.51766
-0.92283, 1619.73505
-0.92609, 1684.95245
-0.92717, 1750.16984
-0.92717, 1815.38723
-0.92826, 1880.60462
-0.92826, 1945.82201
-0.93043, 2011.0394
-0.9337, 2076.25679
-0.94022, 2119.73505
-0.94348, 2054.51766
-0.94457, 1989.30027
-0.95109, 1934.95245
-0.95761, 1978.43071
-0.96413, 1967.56114
-0.96848, 2032.77853
-0.97065, 2097.99592
-0.97283, 2163.21332
-0.97935, 2228.43071
-0.98152, 2293.6481
-0.98478, 2358.86549
-0.98696, 2424.08288
-0.99022, 2489.30027
-0.99674, 2511.0394
-0.99891, 2445.82201
-1, 2380.60462
-1.00109, 2315.38723
-1.00217, 2250.16984
-1.00326, 2184.95245
-1.00435, 2119.73505
-1.00435, 2054.51766
-1.00543, 1989.30027
-1.00652, 1924.08288
-1.00652, 1858.86549
-1.00761, 1793.6481
-1.00761, 1728.43071
-1.0087, 1663.21332
-1.0087, 1597.99592
-1.00978, 1532.77853
-1.00978, 1467.56114
-1.00978, 1402.34375
-1.00978, 1337.12636
-1.00978, 1271.90897
-1.01087, 1206.69158
-1.01087, 1141.47418
-1.01196, 1076.25679
-1.01196, 1011.0394
-1.01304, 945.82201
-1.01304, 880.60462
-1.01304, 815.38723
-1.01413, 750.16984
-1.01413, 684.95245
-1.01522, 619.73505
-1.01522, 554.51766
-1.0163, 489.30027
-1.01739, 424.08288
-1.01739, 358.86549
-1.01739, 293.6481
-1.01848, 228.43071
-1.01848, 163.21332
-1.01957, 97.99592
-1.01957, 32.77853
-1.01957, -32.43886
-1.01957, -97.65625
-1.01957, -162.87364
-1.02065, -228.09103
-1.02065, -293.30842
-1.02717, -336.78668
-1.02935, -271.56929
-1.02935, -206.3519
-1.02935, -141.13451
-1.02935, -75.91712
-1.03043, -10.69973
-1.03043, 54.51766
-1.03043, 119.73505
-1.03043, 184.95245
-1.03043, 250.16984
-1.03043, 315.38723
-1.03043, 380.60462
-1.03043, 445.82201
-1.03152, 511.0394
-1.03152, 576.25679
-1.03152, 641.47418
-1.03152, 706.69158
-1.03152, 771.90897
-1.03152, 837.12636
-1.03152, 902.34375
-1.03261, 967.56114
-1.03261, 1032.77853
-1.03261, 1097.99592
-1.03261, 1163.21332
-1.03261, 1228.43071
-1.03261, 1293.6481
-1.0337, 1358.86549
-1.0337, 1424.08288
-1.0337, 1489.30027
-1.0337, 1554.51766
-1.0337, 1619.73505
-1.03478, 1684.95245
-1.03478, 1750.16984
-1.03478, 1815.38723
-1.03478, 1880.60462
-1.03587, 1945.82201
-1.03696, 2011.0394
-1.03913, 2076.25679
-1.0413, 2141.47418
-1.04457, 2206.69158
-0.80217, -325.91712
-1.04783, 2141.47418
-1.05, 2076.25679
-1.05652, 2011.0394
-1.06196, 1945.82201
-1.06848, 1924.08288
-1.07283, 1989.30027
-1.07609, 2054.51766
-1.08261, 2108.86549
-1.08478, 2174.08288
-1.08587, 2239.30027
-1.08804, 2304.51766
-1.0913, 2369.73505
-1.09565, 2434.95245
-1.10217, 2424.08288
-1.1087, 2445.82201
-1.11196, 2380.60462
-1.11413, 2315.38723
-1.11413, 2250.16984
-1.1163, 2184.95245
-1.11739, 2119.73505
-1.11739, 2054.51766
-1.11848, 1989.30027
-1.11957, 1924.08288
-1.11957, 1858.86549
-1.12065, 1793.6481
-1.12174, 1728.43071
-1.12174, 1663.21332
-1.12283, 1597.99592
-1.12283, 1532.77853
-1.12283, 1467.56114
-1.12391, 1402.34375
-1.12391, 1337.12636
-1.12391, 1271.90897
-1.125, 1206.69158
-1.125, 1141.47418
-1.125, 1076.25679
-1.12609, 1011.0394
-1.12609, 945.82201
-1.12717, 880.60462
-1.12717, 815.38723
-1.12826, 750.16984
-1.12935, 684.95245
-1.12935, 619.73505
-1.13043, 554.51766
-1.13043, 489.30027
-1.13043, 424.08288
-1.13152, 358.86549
-1.13152, 293.6481
-1.13261, 228.43071
-1.13261, 163.21332
-1.13261, 97.99592
-1.1337, 32.77853
-1.1337, -32.43886
-1.1337, -97.65625
-1.1337, -162.87364
-1.13478, -228.09103
-1.13478, -293.30842
-1.1413, -347.65625
-1.14348, -282.43886
-1.14457, -217.22147
-1.14457, -152.00408
-1.14457, -86.78668
-1.14457, -21.56929
-1.14457, 43.6481
-1.14565, 108.86549
-1.14565, 174.08288
-1.14565, 239.30027
-1.14565, 304.51766
-1.14565, 369.73505
-1.14565, 434.95245
-1.14565, 500.16984
-1.14565, 565.38723
-1.14674, 630.60462
-1.14674, 695.82201
-1.14674, 761.0394
-1.14674, 826.25679
-1.14674, 891.47418
-1.14674, 956.69158
-1.14674, 1021.90897
-1.14674, 1087.12636
-1.14674, 1152.34375
-1.14783, 1217.56114
-1.14783, 1282.77853
-1.14783, 1347.99592
-1.14891, 1413.21332
-1.14891, 1478.43071
-1.15, 1543.6481
-1.15217, 1608.86549
-1.15435, 1674.08288
-1.15652, 1739.30027
-1.16304, 1782.77853
-1.16957, 1761.0394
-1.17609, 1826.25679
-1.18261, 1880.60462
-1.18913, 1913.21332
-1.19022, 1978.43071
-1.19239, 2043.6481
-1.19565, 2108.86549
-1.20217, 2163.21332
-1.20543, 2228.43071
-1.20761, 2293.6481
-1.21196, 2358.86549
-1.21848, 2315.38723
-1.22391, 2250.16984
-1.22717, 2184.95245
-1.22826, 2119.73505
-1.22935, 2054.51766
-1.23043, 1989.30027
-1.23152, 1924.08288
-1.23261, 1858.86549
-1.2337, 1793.6481
-1.2337, 1728.43071
