x, y
-12.6125, 489.52793
-12.6125, 553.35771
-12.625, 617.1875
-12.6375, 681.01729
-12.6375, 744.84707
-12.6375, 808.67686
-12.6625, 872.50665
-12.675, 936.33644
-12.7, 1000.16622
-12.7625, 1063.99601
-12.775, 1127.8258
-12.775, 1191.65559
-12.8125, 1255.48537
-12.8375, 1319.31516
-12.8375, 1383.14495
-12.8375, 1446.97473
-12.8375, 1510.80452
-12.8375, 1574.63431
-12.775, 1000.16622
-12.8375, 936.33644
-12.8375, 872.50665
-12.8375, 808.67686
-12.8375, 744.84707
-12.85, 681.01729
-12.85, 617.1875
-12.85, 553.35771
-12.85, 489.52793
-12.85, 425.69814
-12.8625, 361.86835
-12.8625, 298.03856
-12.8625, 234.20878
-12.875, 170.37899
-12.8875, 106.5492
-12.9, 42.71941
-12.9, -21.11037
-12.925, -84.94016
-12.9875, -148.76995
-13.0625, -180.68484
-13.1375, -223.23803
-13.2125, -244.51463
-13.2875, -308.34441
-13.3625, -361.5359
-13.4375, -372.1742
-13.5125, -393.4508
-13.5875, -404.0891
-13.6625, -457.28059
-13.7375, -457.28059
-13.8125, -457.28059
-13.8875, -521.11037
-13.95, -584.94016
-13.9875, -648.76995
-14.025, -712.59973
-14.0875, -776.42952
-14.1375, -840.25931
-12.7625, 936.33644
-12.775, 872.50665
-1.6125, 1053.35771
-1.4625, 1053.35771
-1.425, 1032.08112
-1.6125, 989.52793
-1.4125, 968.25133
-1.5125, 808.67686
-1.1625, 361.86835
-1.175, 298.03856
-1.1, 276.76197
-1.875, -276.42952
-2.0875, -404.0891
-2.4625, -425.36569
-2.1625, -425.36569
-2.3875, -510.47207
-0.8125, -818.98271
-2.9, -829.62101
-0.7375, -755.15293
-0.4375, -531.74867
-0.5875, -499.83378
-0.5125, -457.28059
-0.4375, -404.0891
-0.275, -308.34441
-0.0375, -233.87633
0.0375, -148.76995
-0.1375, -127.49335
0.0625, 681.01729
0.0625, 744.84707
0.1125, 808.67686
0.2625, 808.67686
0.1125, 872.50665
0.1375, 936.33644
0.2625, 553.35771
0.8875, -659.40824
0.6625, -723.23803
1.025, -531.74867
0.975, -467.91888
0.75, -627.49335
-0.2875, -436.00399
-0.25, -446.64229
-0.625, -627.49335
-3.1, 85.27261
-3.075, -170.04654
-3.1375, -361.5359
-3.375, 510.80452
-3.425, 574.63431
-3.25, 595.9109
-3.425, 638.4641
-3.625, 691.65559
-3.3625, 723.57048
-3.5875, 1042.71941
-3.475, 659.74069
-3.625, 627.8258
-3.525, 340.59176
-4.1, -606.21676
-4.3125, -627.49335
-4.4625, -670.04654
-4.3875, -755.15293
-4.3125, -755.15293
-4.9125, 117.1875
-4.9125, 181.01729
-4.725, 191.65559
-4.7125, 255.48537
-5.05, 319.31516
-4.7125, 319.31516
-5.075, 361.86835
-4.925, 383.14495
-4.8, 489.52793
-5.1875, 510.80452
-5.1875, 574.63431
-5.2375, 670.37899
-5.1625, 766.12367
-5.375, 787.40027
-5.1875, 829.95346
-5.3625, 851.23005
-5.55, -297.70612
-5.775, -340.25931
-5.8375, -382.8125
-6.125, -393.4508
-6.35, -531.74867
-6.275, -606.21676
-6.4, -733.87633
-6.475, -797.70612
-6.5375, -829.62101
-6.625, -701.96144
-6.7, -670.04654
-7.125, 351.23005
-7.1375, 415.05984
-6.925, 415.05984
-7.3125, 595.9109
-7.1, 606.5492
-7.1125, 670.37899
-7.1875, 989.52793
-7.825, -308.34441
-8.175, -510.47207
-8.025, -584.94016
-8.1, -616.85505
-8.6125, 319.31516
-8.7, 446.97473
-8.825, 925.69814
-9.025, 936.33644
-8.85, 989.52793
-8.8625, 1117.1875
-9.2875, -148.76995
-9.2125, -212.59973
-9.4125, -276.42952
-9.9375, -393.4508
-10.0125, -457.28059
-9.9375, -521.11037
-10.3125, -627.49335
-10.3875, -627.49335
-10.0875, -648.76995
-10.1875, -701.96144
-10.4625, -712.59973
-10.3125, -755.15293
-10.7625, 404.42154
-10.575, 436.33644
-10.8625, 585.27261
-10.7125, 606.5492
-10.6625, 627.8258
-11.05, 659.74069
-10.75, 670.37899
-10.7875, 734.20878
-10.9625, 766.12367
-10.8, 798.03856
-10.9625, 829.95346
-10.9, 925.69814
-10.9, 638.4641
-10.9625, 446.97473
-11.1375, -255.15293
-11.9625, -510.47207
-11.6625, -521.11037
-11.8875, -616.85505
-12.0875, -840.25931
-12.6, 149.10239
-12.375, 191.65559
-12.375, 255.48537
-12.5375, 298.03856
-12.4875, 361.86835
-12.85, 1000.16622
-12.625, 1000.16622
-12.85, 1063.99601
-12.6875, 1063.99601
-12.85, 1127.8258
-12.7, 1127.8258
-12.85, 1191.65559
-12.7, 1191.65559
-12.725, 1255.48537
-12.85, 1638.4641
-13, -84.94016
-12.9125, -148.76995
-13.2125, -180.68484
-13.05, -244.51463
-13.5875, -340.25931
-13.6625, -393.4508
-13.4125, -425.36569
-13.8875, -436.00399
-13.5875, -467.91888
-13.8125, -521.11037
-13.725, -521.11037
-13.65, -521.11037
-14.1, -712.59973
-14.1625, -776.42952
-14.0125, -776.42952
-13.8375, -393.4508
-13.7625, -393.4508
-13.525, -329.62101
-12.775, 808.67686
-11.925, -489.19548
-11.5375, -276.42952
-9.4125, -138.13165
-7.075, 287.40027
-4.4375, -563.66356
-3.975, -382.8125
-2.3125, -350.89761
-2.175, -297.70612
-1.8375, -148.76995
